,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,neighborhood,year_remod/add,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,foundation,bsmt_cond,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,totrms_abvgrd,functional,garage_type,garage_cond,paved_drive,wood_deck_sf,sale_type,saleprice,exter_qual_cond,overall_qual_cond,bsmt,heatingmod,kitchen_and_qual,fireplaces_and_qual,garage,porch_total,age
1077,50,RL,60.0,8400,Pave,None,SWISU,1950,MetalSd,MetalSd,None,0.0,PConc,TA,1390,304,0,1694,0.0,0.0,2,7,8,Detchd,TA,Y,342,WD ,136500,9,30,7086.0,0.6049962735380704,3,4,3456.0,0,83
1078,20,RM,50.0,6000,Pave,None,OldTown,2000,MetalSd,MetalSd,None,0.0,CBlock,TA,901,0,0,901,0.0,0.0,1,4,8,Detchd,TA,Y,0,WD ,107900,9,28,5406.0,1.512490683845176,3,0,562.0,0,54
1079,50,RM,0.0,6240,Pave,None,BrkSide,1950,VinylSd,VinylSd,None,0.0,BrkTil,TA,861,548,0,1409,1.0,0.0,1,6,8,Detchd,TA,Y,225,WD ,126000,9,30,5114.0,1.2099925470761408,3,4,3168.0,0,69
1080,20,RL,141.0,31770,Pave,None,NAmes,1960,BrkFace,Plywood,Stone,112.0,CBlock,Gd,1656,0,0,1656,1.0,0.0,1,7,8,Attchd,TA,P,210,WD ,215000,9,30,20808.0,0.6049962735380704,3,8,9504.0,62,50
1081,60,RL,96.0,12474,Pave,None,NridgHt,2008,VinylSd,VinylSd,Stone,272.0,PConc,TA,1742,590,0,2332,1.0,0.0,2,9,8,BuiltIn,TA,Y,196,New,426000,15,50,38940.0,1.512490683845176,5,5,22842.0,134,1
1082,20,RL,80.0,9600,Pave,None,NAmes,2007,MetalSd,MetalSd,None,0.0,CBlock,TA,1113,0,0,1113,0.0,0.0,1,5,8,Attchd,TA,Y,0,WD ,147000,12,35,7892.0,1.2099925470761408,4,4,792.0,80,59
1083,30,RL,64.0,8574,Pave,None,Crawfor,2000,Stucco,Stucco,None,0.0,BrkTil,TA,1232,0,0,1232,0.0,0.0,1,6,8,Detchd,TA,Y,0,WD ,147500,12,48,4896.0,1.512490683845176,4,4,2640.0,0,93
1084,20,RL,104.0,14418,Pave,None,NridgHt,2007,VinylSd,VinylSd,BrkFace,480.0,PConc,TA,1950,0,0,1950,1.0,0.0,2,7,8,Attchd,TA,Y,156,WD ,383000,15,45,58750.0,1.512490683845176,5,4,19062.0,207,1
1085,20,RL,80.0,10400,Pave,None,NWAmes,1988,Wd Sdng,Wd Sdng,BrkFace,102.0,CBlock,TA,1872,0,0,1872,0.0,1.0,2,6,8,Attchd,TA,Y,197,WD ,241500,9,35,38706.0,1.2099925470761408,3,3,10872.0,39,18
1086,50,RL,63.0,15564,Pave,None,Crawfor,1995,Wd Sdng,Wd Shng,None,0.0,BrkTil,TA,676,588,0,1264,0.0,0.0,1,6,8,Detchd,TA,Y,424,WD ,147500,9,36,5408.0,1.512490683845176,3,0,2400.0,0,94
1087,60,RL,101.0,13543,Pave,None,StoneBr,2005,VinylSd,VinylSd,Stone,130.0,PConc,TA,1168,1332,0,2500,0.0,0.0,3,9,8,BuiltIn,TA,Y,192,WD ,355000,12,40,46496.0,1.512490683845176,5,4,18441.0,32,3
1088,45,RM,50.0,6130,Pave,None,BrkSide,1950,MetalSd,MetalSd,None,0.0,BrkTil,TA,784,0,0,784,1.0,0.0,1,5,8,None,None,Y,0,WD ,109500,9,30,6272.0,1.2099925470761408,4,0,0.0,0,84
1089,30,RM,50.0,5925,Pave,None,OldTown,1950,MetalSd,MetalSd,None,0.0,BrkTil,None,612,0,0,612,0.0,0.0,1,4,8,Detchd,Fa,N,0,WD ,45000,12,8,0.0,0.6049962735380704,3,0,924.0,0,69
1090,70,RL,0.0,24090,Pave,None,ClearCr,1950,MetalSd,MetalSd,None,0.0,CBlock,TA,1207,1196,0,2403,0.0,0.0,2,10,8,Attchd,TA,Y,56,COD,244400,12,49,12384.0,1.512490683845176,3,6,1047.0,0,70
1091,20,RL,80.0,9600,Pave,None,NAmes,1953,HdBoard,HdBoard,Stone,238.0,CBlock,TA,1644,0,0,1644,1.0,0.0,1,7,8,Attchd,TA,Y,110,WD ,167000,9,30,12351.0,0.9074944103071056,3,8,7524.0,0,56
1092,60,RL,65.0,8158,Pave,None,CollgCr,2002,VinylSd,VinylSd,BrkFace,214.0,PConc,TA,860,869,0,1729,0.0,0.0,2,7,8,Attchd,TA,Y,386,WD ,200000,12,35,6880.0,1.512490683845176,4,0,9756.0,63,5
1093,30,RL,50.0,5220,Pave,None,SWISU,1950,Wd Sdng,Wd Shng,None,0.0,BrkTil,TA,879,0,0,879,0.0,0.0,1,4,8,Detchd,TA,P,0,WD ,80000,9,15,4980.0,1.2099925470761408,3,0,540.0,108,70
1094,20,RL,60.0,8172,Pave,None,Edwards,1990,WdShing,Plywood,None,0.0,CBlock,TA,864,0,0,864,1.0,0.0,1,5,8,Detchd,TA,N,0,WD ,115000,9,35,5184.0,0.9074944103071056,3,0,3432.0,0,51
1095,20,RL,72.0,9000,Pave,None,NAmes,1956,Wd Sdng,Wd Sdng,BrkFace,74.0,CBlock,TA,1196,0,0,1196,1.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,139000,9,30,8336.0,1.2099925470761408,3,4,1782.0,44,52
1096,60,RL,74.0,7844,Pave,None,Sawyer,1978,HdBoard,HdBoard,BrkFace,203.0,CBlock,TA,672,728,0,1400,0.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,149500,9,42,4450.0,0.9074944103071056,3,3,7920.0,0,28
1097,70,RL,60.0,9084,Pave,None,Edwards,1950,MetalSd,MetalSd,None,0.0,CBlock,TA,755,755,0,1510,1.0,0.0,1,7,8,Detchd,Po,P,120,WD ,108000,9,20,9060.0,0.9074944103071056,3,4,592.0,0,69
1098,190,RL,60.0,10800,Pave,Grvl,OldTown,2000,MetalSd,MetalSd,None,0.0,BrkTil,None,694,600,0,1294,0.0,0.0,2,7,8,None,None,N,220,WD ,106250,9,28,0.0,0.9074944103071056,6,0,0.0,114,108
1099,20,RL,74.0,8556,Pave,None,CollgCr,2006,VinylSd,VinylSd,None,0.0,PConc,TA,1240,0,0,1240,0.0,0.0,2,5,8,Attchd,TA,Y,140,WD ,194000,12,35,29760.0,1.512490683845176,4,0,14868.0,93,1
1100,20,RL,70.0,9100,Pave,None,Sawyer,1962,Wd Sdng,Wd Sdng,BrkFace,51.0,CBlock,TA,988,0,0,988,1.0,0.0,1,6,8,Detchd,TA,Y,0,WD ,129500,9,20,5892.0,1.512490683845176,3,0,3744.0,0,44
1101,90,RL,63.0,8668,Pave,None,NAmes,1968,MetalSd,MetalSd,None,0.0,CBlock,TA,1560,0,0,1560,0.0,0.0,2,8,8,Detchd,TA,Y,0,WD ,126000,9,25,9360.0,0.9074944103071056,6,0,7128.0,0,39
1102,20,RL,70.0,11767,Pave,None,Edwards,1950,MetalSd,MetalSd,None,0.0,CBlock,TA,1368,0,0,1368,1.0,0.0,1,6,7,Attchd,TA,Y,0,WD ,120000,9,25,7546.0,0.9074944103071056,3,0,1170.0,41,59
1103,20,RL,70.0,8400,Pave,None,CollgCr,2005,VinylSd,VinylSd,BrkFace,109.0,PConc,TA,1484,0,0,1484,1.0,0.0,2,7,8,Attchd,TA,Y,0,WD ,213000,12,35,31080.0,1.512490683845176,4,0,7272.0,179,6
1104,120,RL,40.0,3874,Pave,None,Greens,1980,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,1226,0,0,1226,1.0,0.0,1,4,8,Attchd,TA,Y,133,WD ,190000,12,40,31162.0,0.9074944103071056,4,2,8712.0,78,26
1105,20,RL,0.0,8076,Pave,None,Gilbert,1994,HdBoard,HdBoard,BrkFace,112.0,PConc,TA,1169,0,0,1169,0.0,1.0,2,6,8,Attchd,TA,Y,0,WD ,183500,9,36,10690.0,1.2099925470761408,3,3,7236.0,170,13
1106,80,RL,93.0,10090,Pave,None,NAmes,1999,Plywood,Plywood,BrkFace,364.0,CBlock,TA,1035,616,0,1651,0.0,1.0,2,6,8,BuiltIn,TA,Y,460,WD ,172000,9,35,9666.0,0.9074944103071056,3,6,828.0,211,44
1107,20,RL,67.0,8877,Pave,None,Edwards,1958,MetalSd,MetalSd,None,0.0,CBlock,TA,816,0,0,816,1.0,0.0,1,3,8,Detchd,Fa,Y,0,WD ,100000,9,24,9102.0,1.512490683845176,3,4,576.0,0,71
1108,20,RL,85.0,11058,Pave,None,CollgCr,2007,VinylSd,VinylSd,Stone,212.0,PConc,TA,1564,0,0,1564,0.0,0.0,2,6,8,Attchd,TA,Y,0,WD ,218836,12,42,12624.0,1.512490683845176,4,0,14652.0,24,1
1109,190,RM,60.0,10800,Pave,Pave,OldTown,2000,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,1221,691,0,1912,0.0,0.0,2,7,8,Detchd,TA,Y,0,WD ,163000,9,42,1928.0,1.512490683845176,6,3,5376.0,25,103
1110,20,RL,59.0,10936,Pave,None,Gilbert,2006,VinylSd,VinylSd,None,0.0,PConc,TA,1525,0,0,1525,0.0,0.0,2,6,8,Attchd,TA,Y,100,New,206580,12,35,36240.0,1.512490683845176,4,4,6408.0,18,1
1111,60,RL,65.0,8461,Pave,None,CollgCr,2006,VinylSd,VinylSd,None,0.0,PConc,TA,728,728,0,1456,0.0,0.0,2,8,8,Attchd,TA,Y,0,New,163990,12,30,5824.0,1.512490683845176,4,4,7020.0,24,1
1112,70,RM,60.0,7518,Pave,None,IDOTRR,2004,AsbShng,Plywood,None,0.0,BrkTil,Fa,665,665,0,1330,0.0,0.0,1,7,8,Detchd,TA,N,0,WD ,116500,8,40,1584.0,1.2099925470761408,3,0,1170.0,72,96
1113,60,RL,0.0,8010,Pave,None,Gilbert,2003,VinylSd,VinylSd,None,0.0,PConc,TA,840,880,0,1720,0.0,0.0,2,7,8,BuiltIn,TA,Y,138,WD ,188000,12,35,6720.0,1.512490683845176,4,4,7200.0,48,6
1114,85,RL,0.0,10050,Pave,None,NAmes,1966,HdBoard,HdBoard,BrkFace,87.0,CBlock,TA,1280,0,0,1280,0.0,1.0,2,6,8,Basment,TA,Y,140,WD ,175000,9,30,12468.0,1.512490683845176,3,3,7776.0,40,41
1115,120,RL,38.0,4740,Pave,None,StoneBr,1988,CemntBd,CmentBd,None,0.0,CBlock,TA,1179,0,0,1179,1.0,0.0,2,5,8,Attchd,TA,Y,0,WD ,182000,12,40,34832.0,1.2099925470761408,3,0,5760.0,243,19
1116,30,RM,60.0,6978,Pave,None,OldTown,1980,MetalSd,MetalSd,None,0.0,BrkTil,TA,960,0,0,960,0.0,0.0,1,5,8,Detchd,TA,Y,0,WD ,103000,16,35,5100.0,0.9074944103071056,3,0,6912.0,0,81
1117,20,RL,0.0,11400,Pave,None,NoRidge,2002,VinylSd,VinylSd,BrkFace,705.0,PConc,TA,2633,0,0,2633,1.0,0.0,2,8,8,Attchd,TA,Y,314,WD ,466500,15,50,87372.0,1.512490683845176,5,8,14472.0,140,6
1118,20,RL,66.0,9240,Pave,None,NAmes,1998,MetalSd,MetalSd,None,0.0,CBlock,TA,988,0,0,988,1.0,0.0,2,6,8,Attchd,TA,Y,156,WD ,149500,12,48,7344.0,0.9074944103071056,4,0,891.0,0,50
1119,120,RL,24.0,2304,Pave,None,NPkVill,1978,Plywood,Brk Cmn,None,0.0,CBlock,TA,1055,0,0,1055,0.0,0.0,2,4,8,Attchd,TA,Y,108,WD ,142500,9,49,9734.0,0.9074944103071056,3,0,957.0,32,29
1120,30,RL,54.0,7223,Pave,None,Crawfor,1950,Stucco,Plywood,None,0.0,PConc,TA,1422,0,0,1422,0.0,0.0,1,6,8,Detchd,TA,Y,0,WD ,136500,9,25,14842.0,0.9074944103071056,3,0,1056.0,0,81
1121,160,RH,0.0,3612,Pave,None,Landmrk,1994,VinylSd,VinylSd,None,0.0,PConc,TA,630,690,0,1320,0.0,0.0,2,5,8,Detchd,TA,Y,0,WD ,137000,9,30,5716.0,1.512490683845176,3,0,2904.0,48,13
1122,20,RL,63.0,12680,Pave,None,NWAmes,1988,Plywood,Wd Sdng,BrkFace,102.0,CBlock,Gd,1688,0,0,1688,1.0,0.0,2,6,8,Attchd,TA,Y,0,WD ,226500,12,42,24834.0,1.512490683845176,5,5,6336.0,189,20
1123,20,RL,85.0,10176,Pave,None,Gilbert,1990,HdBoard,HdBoard,None,0.0,PConc,TA,1341,0,0,1341,1.0,0.0,1,5,8,Attchd,TA,Y,192,WD ,171500,9,35,35230.0,1.2099925470761408,4,1,3036.0,0,20
1124,80,RL,55.0,10780,Pave,None,CollgCr,1976,MetalSd,MetalSd,None,0.0,CBlock,TA,954,0,0,954,0.0,0.0,1,6,8,Detchd,TA,Y,0,WD ,132500,9,25,14466.0,1.2099925470761408,3,0,3456.0,0,30
1125,90,RL,0.0,8544,Pave,None,NAmes,1950,Stucco,Stucco,BrkFace,340.0,Slab,None,1040,0,0,1040,0.0,0.0,2,6,8,Detchd,TA,Y,0,WD ,87500,9,12,0.0,0.25664302916761955,6,0,2400.0,0,57
1126,60,FV,79.0,10646,Pave,None,Somerst,2001,VinylSd,VinylSd,BrkFace,513.0,PConc,TA,872,917,0,1789,1.0,0.0,2,7,8,Attchd,TA,Y,0,WD ,223000,9,35,7191.0,1.512490683845176,3,3,9828.0,0,7
1127,20,RL,80.0,8400,Pave,None,NAmes,2005,Wd Sdng,Wd Sdng,BrkFace,237.0,CBlock,TA,1537,0,0,1537,1.0,0.0,1,7,8,Attchd,TA,Y,0,COD,174000,16,54,7914.0,0.9074944103071056,4,4,5544.0,36,46
1128,20,RL,85.0,15428,Pave,None,NAmes,1991,MetalSd,MetalSd,None,0.0,CBlock,TA,884,0,0,884,1.0,0.0,1,4,8,Attchd,TA,Y,0,WD ,142000,9,30,5304.0,1.512490683845176,3,0,2430.0,195,55
1129,20,FV,81.0,11216,Pave,None,Somerst,2006,VinylSd,VinylSd,None,0.0,PConc,Gd,1489,0,0,1489,0.0,0.0,2,7,8,Attchd,TA,Y,0,New,232600,12,40,11912.0,1.512490683845176,4,4,9312.0,140,0
1130,20,RL,78.0,10140,Pave,None,NWAmes,1999,HdBoard,HdBoard,BrkFace,99.0,CBlock,TA,1309,0,0,1309,1.0,0.0,1,5,8,Attchd,TA,Y,265,WD ,181000,9,36,7189.0,0.6049962735380704,4,2,5808.0,0,32
1131,160,RM,42.0,3964,Pave,None,MeadowV,1973,CemntBd,CmentBd,None,0.0,CBlock,TA,1291,1230,0,2521,1.0,0.0,2,10,4,Attchd,TA,Y,728,WD ,151400,9,24,8373.0,1.2099925470761408,3,4,10368.0,20,33
1132,20,RL,98.0,11428,Pave,None,NridgHt,2006,VinylSd,VinylSd,Stone,248.0,PConc,TA,1634,0,0,1634,0.0,0.0,2,7,8,Attchd,TA,Y,0,WD ,250000,12,40,13008.0,1.512490683845176,4,4,15588.0,44,1
1133,60,RL,80.0,10421,Pave,None,NWAmes,1988,HdBoard,HdBoard,BrkFace,42.0,CBlock,TA,980,734,0,1714,0.0,0.0,2,7,8,Attchd,TA,Y,228,WD ,196500,9,35,8628.0,0.9074944103071056,3,3,2976.0,66,22
1134,75,RM,75.0,13500,Pave,Grvl,OldTown,1987,Wd Sdng,Wd Sdng,None,0.0,PConc,TA,1312,1142,0,2454,0.0,0.0,2,8,8,Attchd,TA,N,0,WD ,185000,12,56,4914.0,0.9074944103071056,3,4,3456.0,148,128
1135,20,RL,75.0,9000,Pave,None,NWAmes,1969,HdBoard,HdBoard,BrkFace,200.0,CBlock,TA,1216,0,0,1216,1.0,0.0,1,5,8,Attchd,TA,Y,0,WD ,113000,9,30,17113.0,0.9074944103071056,3,0,1008.0,0,40
1136,20,RL,60.0,8089,Pave,None,StoneBr,2007,MetalSd,MetalSd,BrkFace,0.0,PConc,TA,1419,0,0,1419,1.0,0.0,2,7,8,Attchd,TA,Y,140,New,392000,12,48,28386.0,1.512490683845176,4,4,6804.0,0,0
1137,90,RL,35.0,9400,Pave,None,Edwards,1975,WdShing,Plywood,BrkFace,250.0,CBlock,Gd,980,0,0,980,0.0,2.0,2,4,8,None,None,Y,0,WD ,127500,9,30,20790.0,0.9074944103071056,0,0,0.0,0,31
1138,160,FV,24.0,2117,Pave,None,Somerst,2000,MetalSd,MetalSd,BrkFace,216.0,PConc,TA,769,804,0,1573,0.0,0.0,2,4,8,Detchd,TA,Y,0,WD ,177000,12,30,6882.0,1.512490683845176,4,0,2640.0,32,7
1139,60,FV,85.0,10625,Pave,None,Somerst,2004,VinylSd,VinylSd,BrkFace,353.0,PConc,TA,1158,1285,0,2443,0.0,0.0,2,9,6,BuiltIn,TA,Y,193,WD ,265000,12,30,27792.0,1.512490683845176,4,4,13392.0,127,3
1140,60,FV,106.0,8413,Pave,None,Somerst,1998,VinylSd,VinylSd,None,0.0,PConc,TA,1220,1142,0,2362,1.0,0.0,2,8,8,Attchd,TA,Y,147,WD ,312500,16,40,20796.0,1.512490683845176,4,6,17680.0,144,9
1141,75,RM,75.0,13500,Pave,None,OldTown,2000,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,1521,1254,0,2775,0.0,0.0,3,9,8,Detchd,TA,Y,105,WD ,325000,25,90,7422.0,1.2099925470761408,4,4,7040.0,502,115
1142,20,RL,0.0,15676,Pave,None,Veenker,1980,VinylSd,VinylSd,BrkFace,115.0,CBlock,Gd,2014,0,0,2014,1.0,0.0,2,6,4,Attchd,TA,Y,462,WD ,275000,16,64,44189.0,1.2099925470761408,4,8,15552.0,255,29
1143,60,RL,82.0,9950,Pave,None,NoRidge,1995,VinylSd,VinylSd,BrkFace,290.0,PConc,TA,1214,1306,0,2520,0.0,0.0,2,9,8,Attchd,TA,Y,224,WD ,290000,12,35,10754.0,1.512490683845176,4,3,12978.0,114,12
1144,20,RL,39.0,15410,Pave,None,Sawyer,2002,Plywood,Plywood,BrkCmn,250.0,CBlock,TA,1494,0,0,1494,1.0,0.0,2,7,8,Attchd,TA,Y,296,WD ,169000,12,36,22830.0,1.512490683845176,3,4,8298.0,0,36
1145,30,RM,50.0,6000,Pave,None,BrkSide,1950,Wd Sdng,Wd Shng,None,0.0,CBlock,TA,616,0,0,616,0.0,0.0,1,4,8,Detchd,TA,Y,0,WD ,89000,9,35,3080.0,1.2099925470761408,3,0,615.0,0,85
1146,60,RL,63.0,8402,Pave,None,Gilbert,1998,VinylSd,VinylSd,None,0.0,PConc,TA,789,676,0,1465,0.0,0.0,2,7,8,Attchd,TA,Y,0,WD ,180400,9,30,6312.0,1.2099925470761408,3,4,7074.0,75,12
1147,20,RL,85.0,10655,Pave,None,NridgHt,2004,VinylSd,VinylSd,BrkFace,296.0,PConc,TA,1629,0,0,1629,1.0,0.0,2,7,8,Attchd,TA,Y,0,WD ,284000,12,40,25980.0,1.512490683845176,4,4,15840.0,0,6
1148,20,RL,70.0,10150,Pave,None,NAmes,1958,Wd Sdng,Wd Sdng,None,1.0,CBlock,TA,912,0,0,912,0.0,0.0,1,5,8,Attchd,TA,Y,0,COD,114500,9,25,5472.0,1.512490683845176,3,0,1650.0,0,49
1149,20,RL,84.0,10084,Pave,None,CollgCr,2006,VinylSd,VinylSd,BrkFace,196.0,PConc,TA,1552,0,0,1552,0.0,0.0,2,7,8,Attchd,TA,Y,144,New,212900,12,35,37104.0,1.512490683845176,4,0,14076.0,20,1
1150,20,RL,67.0,16285,Pave,None,CollgCr,2002,VinylSd,VinylSd,None,0.0,PConc,TA,1430,0,0,1430,0.0,0.0,2,6,8,Attchd,TA,Y,0,WD ,187100,12,35,11304.0,1.512490683845176,4,0,7260.0,33,8
1151,160,FV,34.0,3230,Pave,Pave,Somerst,1999,MetalSd,MetalSd,BrkFace,1129.0,PConc,TA,729,729,0,1458,0.0,0.0,2,5,8,Detchd,TA,Y,0,WD ,176000,9,30,6670.0,1.2099925470761408,3,2,2640.0,32,8
1152,20,RL,0.0,21579,Pave,None,Crawfor,1968,HdBoard,BrkFace,None,0.0,PConc,TA,1488,0,0,1488,0.0,1.0,2,7,8,Attchd,TA,Y,0,CWD,215000,9,36,11904.0,1.512490683845176,3,8,6624.0,0,39
1153,60,RL,64.0,8320,Pave,None,CollgCr,2004,VinylSd,VinylSd,None,0.0,PConc,TA,770,812,0,1582,0.0,0.0,2,6,8,Attchd,TA,Y,0,WD ,185900,12,35,7140.0,1.512490683845176,4,0,6240.0,45,4
1154,20,RL,60.0,6960,Pave,None,NAmes,1970,HdBoard,Plywood,None,0.0,CBlock,TA,864,0,0,864,0.0,0.0,1,5,8,Detchd,TA,Y,96,WD ,120500,9,24,6173.0,0.9074944103071056,4,0,3960.0,0,39
1155,60,RL,60.0,21930,Pave,None,Gilbert,2005,VinylSd,VinylSd,None,0.0,PConc,Gd,734,1104,0,1838,0.0,0.0,2,7,8,BuiltIn,TA,Y,100,WD ,192140,12,25,17568.0,1.512490683845176,3,4,6696.0,40,1
1156,20,RL,60.0,6600,Pave,None,Mitchel,2008,VinylSd,VinylSd,None,0.0,CBlock,TA,816,0,0,816,0.0,1.0,1,5,8,Attchd,TA,Y,0,WD ,130500,16,45,6178.0,1.512490683845176,4,5,792.0,0,26
1157,50,RL,50.0,8405,Pave,None,Edwards,1950,WdShing,Wd Shng,None,0.0,Slab,None,1088,441,0,1529,0.0,0.0,2,9,5,Detchd,TA,N,92,WD ,98000,9,12,0.0,0.3849645437514293,3,0,720.0,0,64
1158,20,RL,91.0,11778,Pave,None,CollgCr,2008,VinylSd,VinylSd,Stone,554.0,PConc,TA,2276,0,0,2276,1.0,0.0,2,7,8,Attchd,TA,Y,0,WD ,475000,12,45,51822.0,1.512490683845176,5,8,32352.0,255,0
1159,30,RM,60.0,8967,Pave,None,IDOTRR,1950,MetalSd,MetalSd,None,0.0,BrkTil,Po,1077,0,0,1077,0.0,0.0,1,6,3,Detchd,Po,N,0,WD ,67000,6,10,3844.0,1.2099925470761408,3,0,338.0,0,87
1160,60,RL,86.0,10562,Pave,None,NridgHt,2007,VinylSd,VinylSd,Stone,300.0,PConc,TA,1610,551,0,2161,1.0,0.0,1,8,8,Attchd,TA,Y,178,New,325624,12,40,17108.0,1.512490683845176,5,4,21303.0,120,0
1161,20,RL,44.0,12864,Pave,None,Mitchel,2002,VinylSd,VinylSd,None,0.0,PConc,TA,1409,0,0,1409,1.0,0.0,1,4,8,Attchd,TA,Y,0,WD ,245000,12,35,14056.0,1.512490683845176,4,4,6912.0,289,5
1162,20,RL,66.0,13695,Pave,None,SawyerW,2004,VinylSd,VinylSd,None,0.0,PConc,TA,1114,0,0,1114,1.0,0.0,1,6,8,Detchd,TA,Y,0,WD ,159000,9,25,8622.0,1.512490683845176,4,0,3456.0,102,4
1163,20,RL,79.0,10289,Pave,None,NAmes,1965,MetalSd,MetalSd,BrkFace,168.0,CBlock,TA,1073,0,0,1073,1.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,156000,9,35,8110.0,0.9074944103071056,3,0,6180.0,0,42
1164,20,RL,105.0,15431,Pave,None,NridgHt,2008,VinylSd,VinylSd,Stone,200.0,PConc,TA,2402,0,0,2402,1.0,0.0,2,10,8,Attchd,TA,Y,0,WD ,555000,15,50,90937.0,1.512490683845176,5,8,18144.0,242,1
1165,20,RL,0.0,11120,Pave,None,Veenker,1984,Plywood,Plywood,None,0.0,PConc,TA,1232,0,0,1232,0.0,0.0,2,6,8,Attchd,TA,Y,0,WD ,162500,9,36,9856.0,0.9074944103071056,3,0,3096.0,0,24
1166,90,RL,73.0,9069,Pave,None,SawyerW,1993,HdBoard,HdBoard,None,0.0,PConc,TA,1440,0,0,1440,2.0,0.0,2,8,8,Attchd,TA,Y,288,WD ,224500,16,48,23148.0,1.2099925470761408,8,0,11040.0,0,13
1167,20,RL,0.0,47280,Pave,None,Gilbert,1950,AsbShng,AsbShng,BrkFace,44.0,CBlock,TA,1488,0,0,1488,0.0,0.0,2,6,8,Attchd,TA,Y,0,WD ,133000,9,30,8928.0,1.2099925470761408,3,3,8856.0,0,58
1168,60,RL,63.0,7875,Pave,None,Gilbert,2003,VinylSd,VinylSd,None,0.0,PConc,TA,807,702,0,1509,0.0,0.0,2,8,8,Attchd,TA,Y,0,WD ,180000,12,35,6264.0,1.512490683845176,4,4,7074.0,75,3
1169,20,RL,60.0,6600,Pave,None,Mitchel,2005,HdBoard,Plywood,None,0.0,CBlock,TA,845,0,0,845,0.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,134500,9,30,6984.0,1.2099925470761408,4,0,792.0,0,26
1170,60,RL,66.0,13682,Pave,None,StoneBr,2006,VinylSd,VinylSd,BrkFace,1031.0,PConc,TA,1426,1519,0,2945,0.0,0.0,3,10,8,BuiltIn,TA,Y,192,New,438780,15,50,56400.0,1.512490683845176,4,4,17307.0,0,0
1171,80,RL,101.0,9150,Pave,None,NAmes,1962,Plywood,Plywood,BrkFace,305.0,CBlock,TA,1431,0,0,1431,0.0,1.0,1,6,8,Basment,TA,Y,64,WD ,165000,9,30,31458.0,1.2099925470761408,3,4,1776.0,110,46
1172,20,RL,65.0,7150,Pave,None,NAmes,1967,HdBoard,HdBoard,BrkFace,60.0,CBlock,TA,892,0,0,892,0.0,0.0,1,5,8,Attchd,TA,Y,0,WD ,100000,9,25,5784.0,0.9074944103071056,3,0,1728.0,0,42
1173,20,RL,0.0,12285,Pave,None,NAmes,1960,Plywood,Plywood,BrkFace,128.0,CBlock,TA,1329,0,0,1329,0.0,0.0,1,5,8,Attchd,TA,Y,0,WD ,176000,9,42,8518.0,1.2099925470761408,3,8,2646.0,0,49
1174,20,RL,102.0,17920,Pave,None,Sawyer,1974,Wd Sdng,Plywood,None,0.0,CBlock,TA,1779,0,0,1779,1.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,170000,9,20,17595.0,0.9074944103071056,3,4,2724.0,730,51
1175,120,RL,53.0,3684,Pave,None,Blmngtn,2007,VinylSd,VinylSd,BrkFace,130.0,PConc,TA,1555,0,0,1555,0.0,0.0,2,7,8,Attchd,TA,Y,143,WD ,174000,12,35,10984.0,1.512490683845176,4,3,17820.0,20,2
1176,50,RM,62.0,7006,Pave,None,IDOTRR,1950,Stucco,Stucco,None,0.0,PConc,TA,788,448,0,1236,1.0,0.0,2,6,8,Detchd,TA,Y,0,WD ,127000,9,36,4608.0,0.9074944103071056,3,4,1152.0,0,83
1177,60,RL,77.0,8390,Pave,None,Gilbert,1999,VinylSd,VinylSd,None,0.0,PConc,TA,873,778,0,1651,0.0,0.0,2,7,8,BuiltIn,TA,Y,0,WD ,185900,9,35,6648.0,1.512490683845176,3,3,8100.0,103,9
1178,30,RM,50.0,5784,Pave,None,OldTown,1996,MetalSd,MetalSd,None,0.0,BrkTil,TA,886,0,0,886,0.0,0.0,1,4,8,Attchd,TA,Y,144,WD ,91300,9,40,760.0,1.2099925470761408,3,0,819.0,20,71
1179,20,RL,70.0,9135,Pave,None,CollgCr,2003,VinylSd,VinylSd,BrkFace,120.0,PConc,TA,1700,0,0,1700,1.0,0.0,2,7,8,Attchd,TA,Y,192,WD ,200000,12,30,38328.0,1.512490683845176,4,0,6528.0,23,3
1180,50,RL,78.0,10496,Pave,None,NAmes,1950,Wd Sdng,Wd Sdng,BrkFace,320.0,CBlock,TA,1168,678,0,1846,0.0,0.0,2,7,8,Attchd,TA,Y,0,WD ,143000,9,36,11892.0,1.512490683845176,3,4,945.0,0,58
